RT083;-6.20041;0.751138
RT084;4.7888;3.73885
RT085;8.72791;-2.15215
RT086;2.38572;3.91493
RT087;8.59986;1.48808
RT088;5.42352;5.91507
RT089;-2.18826;0.515191
RT090;6.40766;-3.86569
RT091;-0.832795;3.91857
RT092;1.51033;2.85392
RT093;8.11843;-1.50392
RT094;5.61796;4.05503
RT095;0.975078;1.07599
RT096;7.81504;-1.21731
RT097;3.57611;3.72477
RT098;-3.66855;5.03166
RT099;4.92837;0.212862
RT100;1.91674;-4.77979
RT101;4.4494;-3.74973
RT102;8.58924;2.87923
RT103;-0.672421;1.75368
RT104;0.203781;-0.778158
RT105;0.718318;2.47696
RT106;0.611845;0.136797
RT108;3.40762;3.26199
RT109;5.65367;-1.09353
RT110;0.081906;2.32496
RT111;-1.16871;4.82019
RT112;-2.55289;-0.009224
RT113;13.4303;-2.62882
RT115;3.9289;2.63866
RT116;4.02307;2.39579
RT117;7.57844;4.60585
RT118;6.74449;4.27726
RT119;16.9088;-10.0173
RT120;3.12551;4.76568
RT121;3.99277;-2.89687
RT122;1.69565;-2.62716
RT123;-0.416817;-6.12392
RT124;6.65786;0.174464
RT125;2.04615;0.468694
RT126;2.01422;-0.096399
RT127;7.29009;3.73428
RT128;3.67477;-2.66907
RT129;1.2067;7.06583
RT130;4.41605;-0.970018
RT131;5.92116;0.538281
RT132;6.11433;2.45329
RT134;0.628096;-0.738394
RT135;7.57713;-0.737202
RT136;4.24208;4.07634
RT137;0.937368;2.68108
RT138;7.17082;-0.570049
RT139;-6.38697;-0.031073
RT140;6.09474;-3.56693
RT141;9.46141;-2.80955
RT142;3.99408;-1.3613
RT143;5.50037;-0.594882
RT144;5.44867;1.43506
RT145;4.52008;0.541448
RT146;7.38861;0.042193
RT147;4.09633;2.07469
RT148;4.9784;-0.715121
RT149;8.81061;1.64709
RT150;4.70401;-1.79888
RT151;0.825036;1.41834
RT152;-1.41907;4.72843
RT153;5.91617;-2.93412
RT154;1.26713;-2.3477
RT155;-1.59983;3.91407
RT156;5.2857;-3.5557
RT157;5.3523;3.1442
RT158;-1.00161;-0.644404
RT159;-3.67855;0.645232
RT160;2.48416;-0.035918
RT161;2.41651;1.11111
RT162;2.27989;0.544595
RT163;0.517063;3.362
RT164;-2.16575;2.52016
RT165;-1.68225;2.71517
RT166;3.40763;6.10353
RT167;6.05915;3.77163
RT168;6.94535;-1.23991
RT169;5.83399;-2.00785
RT170;2.77406;4.71342
RT171;4.54185;1.29098
RT172;2.28051;5.75331
RT173;8.34067;0.444181
RT174;-8.27642;-1.76937
RT175;1.42675;4.26623
RT176;4.16379;3.93174
RT177;10.608;-6.62157
RT178;4.75689;0.451247
RT179;2.4865;5.06759
RT180;2.18258;-0.484269
RT181;4.31604;1.84273
RT182;2.24748;2.60946
RT183;7.41804;-4.07418
RT184;2.73394;1.0391
RT185;3.99215;1.5037
RT187;-0.75368;0.107958
RT188;4.84971;0.032776
RT189;8.10019;0.876166
RT190;4.64861;3.83944
RT191;-3.81926;0.745303
RT192;-4.18076;-3.3998
RT194;6.75011;-1.87747
RT195;-9.38712;-4.37338
RT196;9.25432;3.4586
RT197;4.02164;3.10959
RT198;2.76356;-3.87897
RT199;6.09992;-1.82614
RT200;4.6184;4.79934
RT201;-2.18977;0.407456
RT210;-5.48986;1.03298
RT213;-3.58554;-1.17698
RT214;-8.30663;0.038994
RT215;-7.43782;-0.723245
RT216;-4.40846;0.302948
RT218;-3.32049;-2.52643
RT221;-7.19448;0.130164
RT222;-5.5114;0.971615
RT223;-6.78803;-0.745195
RT224;-8.40191;2.68322
RT225;-1.4294;0.280833
RT227;1.35366;3.04925
RT228;-5.16239;1.58061
RT229;3.45925;2.7237
RT231;-4.00449;0.420437
RT232;-5.65546;-3.07163
RT233;-5.59998;-3.95889
RT234;-6.68915;-3.21205
RT235;-6.94353;-2.31574
RT236;-6.58499;-3.12817
RT237;-2.61804;2.15258
RT239;-8.04055;-3.59617
RT240;-6.42576;-3.03498
RT241;-4.54392;1.2486
RT242;-1.67445;-2.37418
RT243;-0.27052;-0.744961
RT244;3.14654;-0.816273
RT245;0.415785;-1.17944
RT246;-3.49046;1.67578
RT247;-1.09061;-1.49372
RT248;-3.38563;0.814634
RT249;-2.29344;-2.32524
RT250;1.27511;-1.74143
RT251;-10.1623;-1.10507
RT252;-3.70587;-1.07585
RT253;-4.15972;0.035504
RT254;-2.37019;1.10709
RT255;-3.91834;-0.091286
RT256;-0.131068;-0.817131
RT257;-4.03567;-1.17127
RT258;-4.84106;1.86832
RT259;-4.32748;-0.184968
RT260;-3.97506;1.59384
RT261;-1.51298;-0.370826
RT262;1.88085;1.91281
RT263;-11.0284;-2.31606
RT264;-6.5407;2.61065
RT265;-2.64516;2.19923
RT266;-4.07142;0.310858
RT267;-6.04321;-6.95993
RT268;-4.06831;-5.78871
RT269;-11.6453;-4.64332
RT270;-4.57832;-8.36916
RT271;-1.70327;-4.32936
RT272;-1.88554;-3.68008
RT273;-0.463011;-4.69247
RT274;-0.370094;-4.21751
RT275;-0.387814;-5.18723
RT276;-1.34904;-3.32994
RT277;1.26465;-5.6704
RT278;3.07268;-6.71379
RT279;-0.043121;-4.63922
RT280;3.06989;-2.15395
RT281;-5.33628;-3.57623
RT282;1.11591;-4.36253
RT283;3.65761;-3.00128
RT284;0.473939;-3.0344
RT286;0.14352;-4.85931
RT287;4.55316;-3.1376
RT288;1.5345;-4.39057
RT289;-1.17022;-4.5367
RT290;-2.78707;-6.15653
RT292;2.46492;2.67572
RT293;1.22379;2.66493
RT294;1.33354;2.73769
RT295;2.36956;2.7345
RT296;0.713126;4.10796
RT297;3.35454;2.70422
RT298;1.26324;3.81129
RT299;1.66983;2.87916
RT300;1.22431;4.02198
RT301;-2.16091;3.13183
RT302;3.39964;2.85586
RT303;2.81635;2.60949
RT304;2.5885;2.015
RT305;-2.35592;2.78561
RT306;2.51981;0.346782
RT307;2.98063;3.81483
RT308;2.59781;1.08462
RT309;-3.19677;3.69662
RT310;-7.55329;-0.539385
RT311;-3.4307;3.82932
RT312;2.17765;6.33457
RT313;2.18642;5.55649
RT314;5.17059;-2.57063
RT315;5.79599;-2.13943
RT316;4.24982;-0.59644
RT317;2.59166;-2.09097
RT318;6.16169;-1.29171
RT319;2.34658;-0.135535
RT320;0.810776;-1.41113
RT321;3.12434;-0.939439
RT322;9.40955;-0.80392
RT323;9.65605;0.800868
RT324;1.21541;-0.657109
RT325;0.527286;-3.20922
RT326;-2.81373;-0.023706
RT327;-1.7871;0.027196
RT328;-1.64497;0.179115
RT329;-2.54636;0.71928
RT330;-1.35478;-0.270722
RT331;-0.714476;-0.278402
RT332;4.44684;1.65387
RT333;3.9973;2.48626
RT334;5.42798;1.30737
RT335;3.24332;5.87595
RT336;-2.11868;-2.71353
RT337;-11.3322;-2.86773
RT338;-2.9788;-1.0572
RT339;6.01807;-1.72701
RT340;-5.40063;-0.439894
RT341;3.63525;0.28404
RT342;-1.00406;0.258438
RT343;-7.54089;1.7735
RT344;-3.81598;2.35626
RT345;-7.80228;3.90646
RT346;-5.68793;5.50963
RT347;-1.31991;3.59215
RT348;-11.0833;2.9137
RT349;7.41972;2.6333
RT350;6.27817;5.3532
RT351;7.27941;4.63368
RT352;3.78106;5.02588
RT353;5.42216;2.69761
RT354;7.60642;3.84089
RT355;3.31335;1.74025
RT356;-2.90935;4.54927
RT357;-1.22833;0.62773
RT358;-3.70447;-0.1279
RT359;-3.33604;-0.517906
RT360;-1.86489;1.40581
RT361;5.54024;-1.49062
RT362;-4.99045;-0.895221
RT363;3.07869;5.7029
RT364;-3.06074;-1.8569
RT365;2.59587;-0.42014
RT366;4.84513;-0.334382
RT367;5.35152;2.31379
RT368;6.51532;2.15573
RT369;5.82605;2.40835
RT370;4.62512;2.90013
RT371;0.703571;1.42897
RT372;5.74805;0.935662
RT373;6.33645;1.93264
RT374;0.552192;-0.711508
RT375;8.88453;-2.37689
RT376;-2.23514;0.071861
RT377;2.96409;0.976159
RT378;-2.38123;0.546423
RT379;1.92923;1.98364
RT380;-1.58497;-1.33098
RT381;0.954578;1.83482
RT382;-0.703416;-4.41721
RT383;-7.02218;-0.259686
RT384;1.72112;4.56386
RT385;-9.14613;-1.26816
RT386;-9.63443;-1.75119
RT387;-1.71578;2.3084
RT388;-1.69389;0.926911
RT389;1.61587;3.35987
RT390;2.6877;1.12662
RT391;5.59778;0.466156
RT392;4.87775;-3.55051
RT393;-3.59658;-0.370675
RT394;-0.783957;-0.354123
RT395;11.4414;-0.132788
RT396;3.6806;-0.835839
RT397;8.64461;-5.67247
RT398;7.99023;-3.59788
RT399;6.96876;-6.02766
RT400;9.37875;0.247761
RT401;-0.631943;2.19092
RT402;3.68533;3.52451
RT403;3.96895;4.06164
RT404;5.58802;2.25982
RT406;10.5315;1.39416
RT408;-0.055969;-1.84772
RT409;14.935;-3.49526
RT410;2.58717;-3.21974
RT411;-0.625196;-0.739318
RT412;-5.65796;-2.41041
RT413;11.3077;0.630739
RT416;-8.71487;-1.61146
RT417;6.31273;-2.82867
RT418;-0.773623;-5.60355
RT419;8.60942;-1.45416
RT420;6.54223;3.41071
RT422;4.07235;2.4311
RT423;3.77416;2.22813
RT424;0.969105;1.49831
RT425;0.143027;4.08363
RT426;-3.20746;1.26214
RT427;-3.80536;-0.940061
RT428;-0.575578;2.5897
RT429;5.49968;1.77713
RT430;6.52808;-0.654665
RT431;7.59347;-0.140534
RT432;5.77329;0.543934
RT433;7.22184;0.980344
RT434;4.78672;-1.3173
RT435;11.3892;-2.00731
RT436;9.75831;-1.00105
RT437;7.86436;-0.869441
RT438;-0.496775;-1.37589
RT439;5.91789;-0.690254
RT440;6.14909;-1.38806
RT441;-5.24289;-0.76231
RT442;-1.31396;-1.56993
RT443;-9.28158;3.42843
RT444;1.2247;2.15234
RT445;-1.02165;-0.62061
RT446;-4.59006;-4.214
RT447;4.59902;3.15423
RT448;-0.491416;0.1106
RT449;-3.0166;-2.71041
RT450;5.76045;-0.31157
RT451;4.68123;0.451212
RT452;-2.02184;-4.35226
RT453;-2.07971;-0.587007
RT454;-4.75662;2.40551
RT455;-4.39485;-1.53896
RT456;-0.284189;1.80218
RT457;1.08364;4.10211
RT458;1.16197;2.06988
RT459;2.72985;-6.4853
RT460;8.46014;1.67524
RT462;2.07206;-0.757802
RT463;1.43994;-1.64905
RT464;-0.197981;2.92089
RT465;1.37308;-2.82804
RT466;0.065964;-1.86606
RT467;-0.122171;2.09887
RT468;4.31257;0.739777
RT469;7.93586;1.53891
RT470;6.65324;1.32561
RT471;-5.99632;0.300297
RT472;-2.55476;2.22617
RT476;4.46028;0.167276
RT477;3.81503;0.089508
RT478;4.91302;-1.75503
RT479;2.8633;-2.31272
RT480;4.7619;-2.7699
RT481;5.04812;1.18308
RT482;1.14408;-1.16109
RT483;3.333;3.25299
RT484;3.62247;-5.34303
RT485;2.57894;0.69707
RT486;-0.174145;-0.420207
RT487;5.06835;-3.56084
RT488;5.31884;-4.37438
RT489;2.47057;0.788665
RT491;3.84634;-3.29103
RT492;2.40182;2.54267
RT493;5.08317;-2.9005
RT494;6.87814;-2.47889
RT495;6.61114;-2.20299
RT496;2.95257;1.22114
RT497;-6.73284;1.30943
RT498;-1.68844;2.59881
RT499;5.94823;-1.05395
RT500;2.69505;5.45194
RT501;2.93809;-6.28973
RT502;2.66677;-3.94522
RT503;2.96397;-7.54242
RT504;3.68732;-3.72541
RT505;4.08888;-8.02947
RT506;3.83564;-8.80533
RT507;2.98218;-3.50655
RT508;5.13277;-3.85438
RT509;4.54642;-5.53703
RT510;11.4053;-4.00462
RT511;8.64956;-6.83313
RT512;6.16478;-3.15185
RT513;1.8088;-0.391302
RT514;1.7559;1.38997
RT515;6.94318;-3.96221
RT516;7.01119;-2.31086
RT517;4.9395;-2.94026
RT518;3.39156;-2.45183
RT519;0.147838;2.84093
RT520;7.50419;-6.87536
RT521;6.057;-3.29162
RT522;-4.36663;-0.433561
RT523;-6.5324;-0.523788
RT524;-1.74844;-3.22166
RT525;-2.77668;0.623357
RT526;-0.133909;1.75216
RT527;-9.40492;-2.34288
RT528;-5.5279;2.6888
RT529;-4.3347;2.75042
RT530;2.43779;1.20553
RT531;2.88334;-1.95668
RT532;-1.44012;-4.46681
RT533;-4.7921;-0.61514
RT534;-5.21866;-2.52178
RT535;-6.18645;0.164181
RT536;-2.06378;-5.27075
RT537;-1.44021;1.19031
RT538;-3.03634;-2.66858
RT539;-0.029785;-6.10068
RT540;-5.65102;-0.426091
RT541;-2.12077;-0.720572
RT542;-2.83224;-1.17022
RT543;-3.69366;-0.63077
RT544;-3.26274;-3.34677
RT545;-3.28985;-2.55346
RT546;-2.82391;-1.3097
RT547;-1.98558;0.961503
RT548;-0.914583;-3.55767
RT549;-1.13632;-6.22864
RT550;-1.73649;1.68783
RT551;-2.07475;-4.60002
RT552;-0.424224;-0.30569
RT553;-4.4539;-2.07461
RT554;-0.745273;1.4123
RT555;-0.928021;-2.91942
RT556;-5.11032;-0.987891
RT557;-4.84324;1.61609
RT558;-2.83181;-1.2183
RT559;0.680312;2.98013
RT560;-9.06378;0.249701
RT561;0.010578;-2.17313
RT562;1.33733;-2.39716
RT563;-5.05856;-3.01512
RT565;-7.82988;-0.158049
RT566;-6.64421;2.90543
RT567;-3.07919;0.969708
RT568;-3.90119;-3.97951
RT569;-4.61866;2.49507
RT570;-3.61946;-1.11488
RT571;-2.97514;-3.65643
RT572;-4.30638;0.604958
RT573;0.545031;4.3423
RT574;-0.836293;1.99298
RT575;0.240387;-2.49446
RT576;-3.39141;2.11835
RT577;-5.91507;0.593497
RT578;-10.5712;-1.3569
RT579;-2.21108;-1.00953
RT580;-7.26156;0.454681
RT581;-1.22718;-0.073244
RT582;-1.518;1.41778
RT583;-5.16288;2.76091
RT584;-5.51794;1.08286
RT585;-11.6455;-2.68245
RT587;3.33169;1.38908
RT588;-3.8653;-0.581587
RT589;-6.81163;2.10433
RT590;-3.25756;1.42442
RT591;-9.84559;-4.08988
RT592;-5.92247;0.209907
RT593;-2.75936;-0.761289
RT594;-0.95677;2.80226
RT595;1.95301;-8.06012
RT596;-5.95656;0.790113
RT597;-1.27309;0.751204
RT598;0.039555;-3.05844
RT599;-2.85777;-1.00662
RT600;-1.71612;-1.10065
RT601;-6.34621;1.02409
RT602;-14.2782;-2.26257
RT603;0.792115;2.66084
RT604;-5.92976;-3.33783
RT605;-1.25975;-1.54585
RT606;-4.3117;-3.90469
RT607;-2.86212;1.75014
RT608;-9.11884;-2.04546
RT609;-7.3286;-4.0648
RT610;-8.0703;2.93033
RT611;-5.82915;-0.573202
RT612;-3.01572;2.82032
RT613;-9.2722;-0.433927
RT614;-2.44862;-1.0341
RT615;-3.90267;-0.822064
RT616;-7.8034;-4.16914
RT617;-3.20475;0.822594
RT617;-3.20475;0.822594
RT618;-8.93694;-0.445657
RT619;-7.33918;-0.666162
RT620;3.63321;7.21705
RT621;-14.3168;-4.2698
RT622;-1.561;-3.40673
RT623;-2.50647;1.52275
RT624;-5.28116;-2.50761
RT625;-4.42532;2.96802
RT626;-0.991333;0.79966
RT627;-3.22241;0.142598
RT628;-2.70594;-3.16889
RT629;-3.80638;1.77464
RT630;-0.149125;0.841688
RT631;-5.40077;3.38607
RT632;-1.45627;1.97685
RT633;3.15428;-3.32256
RT634;-5.33213;-3.07039
RT635;-9.2092;5.00911
RT636;-4.03574;1.56349
RT637;-1.19851;-0.18837
RT638;-1.08396;-0.19676
RT639;-0.30411;-0.85019
RT640;-0.950425;0.790647
RT641;0.149027;-5.00133
RT642;-11.24;-3.67478
RT643;-5.05758;-5.59066
RT644;-3.43786;-1.66073
RT645;-3.73077;1.47084
RT646;-4.36824;-1.66491
RT647;-10.2243;-0.111266
RT648;-1.59987;-1.11801
RT649;-6.02229;-1.8692
RT650;-3.67395;0.330839
RT651;-8.84457;1.25747
RT652;-3.38159;2.7045
RT653;-3.44243;-6.57552
RT654;-1.02648;-1.95316
RT655;-6.39568;1.23983
RT656;0.88643;0.137221
RT657;0.191917;0.737834
RT658;-0.751815;1.68532
RT659;-3.11873;-3.32049
RT660;-4.91555;0.518635
RT661;-5.73162;-3.16949
RT662;-2.47461;-3.26668
RT663;-2.95951;-0.025835
RT665;-9.523;1.16797
RT666;-3.333;-0.028128
RT667;-1.51829;3.61869
RT668;-11.0802;-4.12238
RT669;-3.28321;0.32814
RT670;-7.03035;1.65478
RT671;-3.54672;-0.513192
RT672;-2.34458;0.589529
RT673;-4.08109;-0.043353
RT674;-7.41395;2.35347
RT675;-3.67675;-1.84273
RT676;-6.35386;1.22754
RT678;-5.06464;-0.112218
RT679;-6.81016;-1.52241
RT680;-1.88207;-0.673098
RT681;-7.92326;-1.59066
RT682;-6.11233;-0.859607
RT683;0.701346;1.56912
RT684;-7.80475;2.97683
RT685;-11.6307;-2.33783
RT687;-3.85687;-0.499473
RT688;-0.349164;-0.934273
RT689;-4.03204;-0.995879
RT690;-1.84494;-2.16375
RT691;-7.3545;2.96085
RT692;-2.63672;3.58066
RT693;-2.60665;-1.27083
RT694;-2.23527;-0.061431
RT695;-0.745607;0.427972
RT696;-4.63333;-1.63496
RT697;-5.40021;2.67734
RT698;-2.35566;-6.2012
RT699;-1.74335;-3.05644
RT700;-1.23354;-0.81016
RT701;-1.75777;-0.326708
RT702;-8.10904;0.695508
RT703;0.567625;-3.24031
RT704;-3.89903;-2.30695
RT705;-5.36489;4.06555
RT706;-2.55553;-5.1058
RT707;-5.92549;-0.552756
RT708;-6.51592;-0.828045
RT709;-2.65056;-1.03849
RT710;-11.9384;-1.80364
RT711;-3.75123;-3.85885
RT712;-0.736008;0.455438
RT713;-3.76135;-0.637938
RT714;-6.24879;-0.599832
RT715;-7.57503;-0.0508
RT716;-6.35882;1.29809
RT717;2.61477;-1.84859
RT718;-5.55702;1.41115
RT719;-2.98756;-0.547926
RT720;-1.97371;-0.250257
RT721;-6.55868;-0.166
RT722;-3.73708;-2.27366
RT723;-1.29949;-1.35651
RT724;-2.67167;-2.37853
RT725;0.436;-1.33996
RT726;-6.20381;-2.9718
RT727;4.63265;-6.0292
RT728;4.42873;-5.01708
RT729;-4.66862;1.99297
RT730;0.951775;0.038131
RT731;-4.43955;0.371669
RT732;-0.357262;-2.4325
RT734;-10.1831;1.28999
RT735;-8.82455;1.45931
RT736;1.65636;0.400754
RT737;2.92428;5.71971
RT738;3.79364;4.71293
RT739;2.42817;4.97747
RT740;-7.23512;-1.40502
RT741;-10.9081;-1.17664
RT742;-5.12889;0.479735
RT743;-1.74727;-2.70877
RT744;-0.183211;-0.266619
RT745;0.892735;-0.809305
RT746;-0.244574;-1.82254
RT747;4.16082;-2.68703
RT748;-1.12666;-0.524312
RT749;10.2586;-0.464943
RT750;-3.20231;1.09458
RT751;2.27584;-1.49579
RT752;-1.30621;-5.28286
RT753;4.32175;-5.22788
RT754;6.48056;-2.54306
RT755;-0.73911;4.83864
RT756;-2.8621;5.53836
RT757;-8.88658;-2.49708
RT758;0.52781;2.07906
RT759;-7.82517;3.45728
RT760;-2.46805;0.879246
RT761;-8.65748;3.22567
RT762;-1.00216;-4.73978
RT764;-11.3101;-0.727588
RT765;-3.7795;1.56655
RT766;2.9837;-5.22005
RT767;3.45892;-2.90265
RT768;-0.161918;-1.4088
RT769;-15.0574;0.89282
RT770;-13.1652;-0.067922
RT771;-0.894685;0.668207
RT772;-12.7145;1.83217
RT773;-17.3842;0.963957
RT774;-17.4019;1.3932
RT775;-7.94633;0.715033
RT776;-13.3548;0.04742
RT777;-12.7704;0.909226
RT778;-1.86086;-0.240248
RT780;0.197073;3.48603
RT781;-1.82121;-3.77106
RT782;-9.86201;1.01254
RT783;3.0767;-2.86944
RT784;-5.90949;1.53155
RT785;-11.0286;1.73968
RT786;-2.02934;1.30437
RT787;-3.93526;-3.14812
RT788;-9.76341;0.355372
RT789;-7.21507;-4.40354
RT790;0.249008;-2.30841
RT791;-2.76474;-0.682596
RT792;1.86816;-2.32682
RT793;-9.99653;-0.690065
RT794;-10.1278;0.023976
RT794;-10.1278;0.023976
RT795;0.846727;3.87441
RT796;2.00026;1.11029
RT797;1.67025;1.62192
RT798;1.66273;2.57375
RT799;0.668338;1.95494
RT800;1.14331;1.8077
RT801;-0.617787;-0.220158
RT802;-3.90156;-2.51985
RT803;0.195282;1.12664
RT804;0.737187;2.10868
RT805;2.18937;2.01076
RT806;2.45071;4.54747
RT807;3.56075;1.99102
RT808;3.58896;1.81901
RT809;3.17518;3.24472
RT810;2.20165;2.7973
RT811;2.77136;2.68944
RT812;0.982269;1.29724
RT813;-2.14068;-1.66445
RT814;2.39375;1.99802
RT815;2.1994;3.10908
RT816;5.80903;1.74205
RT817;6.55839;2.16898
RT818;6.05405;2.98764
RT819;5.17896;2.63621
RT820;6.50339;2.08015
RT821;3.59;0.011552
RT822;1.3438;-3.59456
RT823;5.58686;0.184548
RT824;6.25225;2.073
RT825;2.7764;1.95691
RT826;0.52781;2.07906
RT827;-7.10178;-6.68367
RT828;-3.64862;5.27432
RT829;-5.5836;4.55989
RT830;-8.07944;-2.98498
RT831;-3.03122;-0.992611
RT832;4.39001;1.71403
RT833;-3.79463;1.79964
RT834;3.98148;0.843729
RT835;-4.22163;4.05002
RT836;1.70075;2.07967
RT837;-1.13562;0.088814
RT838;11.346;3.09215
RT839;7.37472;3.61082
RT840;7.83075;-4.08663
RT841;1.57264;2.97381
RT842;3.52571;0.983281
RT843;-2.26976;-0.097665
RT844;0.764228;-1.49739
RT845;6.25085;0.357769
RT846;-0.678136;3.83231
RT847;8.31413;-3.39865
RT848;1.91192;-2.18791
RT849;1.38803;3.25124
RT850;13.4188;-7.6137
RT851;-0.033005;-0.559309
RT852;1.46609;-4.67775
RT036_N;12.3838;1.64737
RT065_N;-3.69445;-2.91472
RT075_N;6.29362;1.65378
RT107_N;1.66888;-2.09319
RT114_N;-0.367551;2.8276
RT147_N;3.48276;2.55819
RT168_N;9.03313;-0.567516
RT169_N;4.9434;0.862633
RT183_N;8.77108;-3.52251
RT193_N;2.93207;2.00421
RT285_N;2.55453;-5.77209
RT291_N;4.60673;3.09717
RT490_N;3.7309;3.65501
RT564_N;-2.23015;0.120392
RT586_N;-2.99446;0.046458
RT686_N;-5.79716;-0.451842
RT763_C;0.277228;-2.11414
RT779_C;-1.8317;-1.92707
